,actalog,img_hi,img_lo,img_mid,pool_reduction_pct
2019-10-20 18:59:48,46.0,29.0,23.0,26.0,0.43478260869565216
2019-10-20 18:59:49,47.0,30.0,23.0,26.5,0.43617021276595747
2019-10-20 19:00:00,47.0,32.0,30.0,31.0,0.3404255319148936
2019-10-20 19:00:02,48.0,33.0,31.0,32.0,0.3333333333333333
2019-10-20 19:00:04,49.0,33.0,31.0,32.0,0.3469387755102041
2019-10-20 19:00:15,50.0,34.0,32.0,33.0,0.34
2019-10-20 19:00:33,48.0,32.0,30.0,31.0,0.3541666666666667
2019-10-20 19:00:40,47.0,31.0,29.0,30.0,0.3617021276595745
2019-10-20 19:00:48,46.0,30.0,28.0,29.0,0.3695652173913043
2019-10-20 19:00:51,47.0,30.0,28.0,29.0,0.3829787234042553
2019-10-20 19:00:56,48.0,31.0,28.0,29.5,0.3854166666666667
2019-10-20 19:00:58,48.0,31.0,29.0,30.0,0.375
2019-10-20 19:01:00,48.0,34.0,31.0,32.5,0.3229166666666667
2019-10-20 19:01:02,47.0,33.0,30.0,31.5,0.32978723404255317
2019-10-20 19:01:03,48.0,33.0,30.0,31.5,0.34375
2019-10-20 19:01:13,47.0,32.0,29.0,30.5,0.35106382978723405
2019-10-20 19:01:16,46.0,31.0,28.0,29.5,0.358695652173913
2019-10-20 19:01:18,47.0,31.0,28.0,29.5,0.3723404255319149
2019-10-20 19:01:29,48.0,32.0,28.0,30.0,0.375
2019-10-20 19:01:34,49.0,33.0,28.0,30.5,0.37755102040816324
2019-10-20 19:01:38,50.0,34.0,28.0,31.0,0.38
2019-10-20 19:01:41,50.0,34.0,27.0,30.5,0.39
2019-10-20 19:01:46,50.0,34.0,28.0,31.0,0.38
2019-10-20 19:01:51,51.0,34.0,29.0,31.5,0.38235294117647056
2019-10-20 19:02:00,51.0,35.0,34.0,34.5,0.3235294117647059
2019-10-20 19:02:01,50.0,34.0,33.0,33.5,0.33
2019-10-20 19:02:02,51.0,34.0,33.0,33.5,0.3431372549019608
2019-10-20 19:02:06,50.0,33.0,32.0,32.5,0.35
2019-10-20 19:02:08,51.0,34.0,33.0,33.5,0.3431372549019608
2019-10-20 19:02:10,52.0,35.0,33.0,34.0,0.34615384615384615
2019-10-20 19:02:25,53.0,35.0,33.0,34.0,0.3584905660377358
2019-10-20 19:02:26,52.0,34.0,32.0,33.0,0.36538461538461536
2019-10-20 19:02:29,52.0,34.0,33.0,33.5,0.3557692307692308
2019-10-20 19:02:30,51.0,33.0,32.0,32.5,0.3627450980392157
2019-10-20 19:02:31,52.0,34.0,32.0,33.0,0.36538461538461536
2019-10-20 19:02:35,51.0,33.0,31.0,32.0,0.37254901960784315
2019-10-20 19:02:39,50.0,32.0,30.0,31.0,0.38
2019-10-20 19:02:40,49.0,31.0,29.0,30.0,0.3877551020408163
2019-10-20 19:02:44,48.0,30.0,28.0,29.0,0.3958333333333333
2019-10-20 19:03:00,49.0,34.0,30.0,32.0,0.3469387755102041
2019-10-20 19:03:20,50.0,35.0,31.0,33.0,0.34
2019-10-20 19:03:24,51.0,36.0,31.0,33.5,0.3431372549019608
2019-10-20 19:03:28,50.0,35.0,30.0,32.5,0.35
2019-10-20 19:03:38,50.0,35.0,31.0,33.0,0.34
2019-10-20 19:03:40,51.0,35.0,31.0,33.0,0.35294117647058826
2019-10-20 19:03:46,52.0,35.0,31.0,33.0,0.36538461538461536
2019-10-20 19:03:48,53.0,35.0,31.0,33.0,0.37735849056603776
2019-10-20 19:03:50,53.0,35.0,32.0,33.5,0.36792452830188677
2019-10-20 19:03:53,52.0,34.0,31.0,32.5,0.375
2019-10-20 19:03:55,52.0,34.0,32.0,33.0,0.36538461538461536
2019-10-20 19:03:56,53.0,35.0,32.0,33.5,0.36792452830188677
2019-10-20 19:04:00,53.0,39.0,35.0,37.0,0.3018867924528302
2019-10-20 19:04:05,52.0,38.0,34.0,36.0,0.3076923076923077
2019-10-20 19:04:10,50.0,36.0,32.0,34.0,0.32
2019-10-20 19:04:21,51.0,37.0,33.0,35.0,0.3137254901960784
2019-10-20 19:04:27,50.0,36.0,32.0,34.0,0.32
2019-10-20 19:04:28,51.0,36.0,32.0,34.0,0.3333333333333333
2019-10-20 19:04:38,52.0,36.0,32.0,34.0,0.34615384615384615
2019-10-20 19:04:53,53.0,36.0,32.0,34.0,0.3584905660377358
2019-10-20 19:04:56,52.0,35.0,31.0,33.0,0.36538461538461536
2019-10-20 19:05:00,52.0,37.0,35.0,36.0,0.3076923076923077
2019-10-20 19:05:07,53.0,38.0,36.0,37.0,0.3018867924528302
2019-10-20 19:05:14,54.0,39.0,37.0,38.0,0.2962962962962963
2019-10-20 19:05:22,53.0,38.0,36.0,37.0,0.3018867924528302
2019-10-20 19:05:28,54.0,39.0,36.0,37.5,0.3055555555555556
2019-10-20 19:05:31,53.0,38.0,35.0,36.5,0.3113207547169811
2019-10-20 19:05:34,54.0,38.0,35.0,36.5,0.32407407407407407
2019-10-20 19:05:38,54.0,38.0,36.0,37.0,0.3148148148148148
2019-10-20 19:05:46,53.0,37.0,35.0,36.0,0.32075471698113206
2019-10-20 19:05:47,54.0,37.0,35.0,36.0,0.3333333333333333
2019-10-20 19:05:49,54.0,37.0,36.0,36.5,0.32407407407407407
2019-10-20 19:05:53,53.0,36.0,35.0,35.5,0.330188679245283
2019-10-20 19:06:00,53.0,37.0,36.0,36.5,0.3113207547169811
2019-10-20 19:06:04,51.0,35.0,34.0,34.5,0.3235294117647059
2019-10-20 19:06:07,53.0,35.0,34.0,34.5,0.3490566037735849
2019-10-20 19:06:11,52.0,34.0,33.0,33.5,0.3557692307692308
2019-10-20 19:06:38,51.0,33.0,32.0,32.5,0.3627450980392157
2019-10-20 19:06:44,52.0,34.0,32.0,33.0,0.36538461538461536
2019-10-20 19:06:46,53.0,35.0,32.0,33.5,0.36792452830188677
2019-10-20 19:06:49,53.0,35.0,33.0,34.0,0.3584905660377358
2019-10-20 19:07:00,53.0,39.0,35.0,37.0,0.3018867924528302
2019-10-20 19:07:04,52.0,38.0,34.0,36.0,0.3076923076923077
2019-10-20 19:07:05,51.0,37.0,33.0,35.0,0.3137254901960784
2019-10-20 19:07:21,52.0,38.0,33.0,35.5,0.3173076923076923
2019-10-20 19:07:22,53.0,38.0,33.0,35.5,0.330188679245283
2019-10-20 19:07:43,54.0,39.0,33.0,36.0,0.3333333333333333
2019-10-20 19:07:44,53.0,38.0,32.0,35.0,0.33962264150943394
2019-10-20 19:07:54,53.0,38.0,33.0,35.5,0.330188679245283
2019-10-20 19:08:00,53.0,38.0,38.0,38.0,0.2830188679245283
2019-10-20 19:08:09,52.0,37.0,37.0,37.0,0.28846153846153844
2019-10-20 19:08:40,52.0,37.0,36.0,36.5,0.2980769230769231
2019-10-20 19:08:43,51.0,36.0,35.0,35.5,0.30392156862745096
2019-10-20 19:08:50,50.0,35.0,34.0,34.5,0.31
2019-10-20 19:08:51,50.0,35.0,35.0,35.0,0.3
2019-10-20 19:09:06,49.0,34.0,34.0,34.0,0.30612244897959184
2019-10-20 19:09:34,50.0,34.0,34.0,34.0,0.32
2019-10-20 19:09:41,51.0,34.0,34.0,34.0,0.3333333333333333
2019-10-20 19:09:54,52.0,34.0,34.0,34.0,0.34615384615384615
2019-10-20 19:10:00,52.0,37.0,34.0,35.5,0.3173076923076923
2019-10-20 19:10:07,53.0,38.0,35.0,36.5,0.3113207547169811
2019-10-20 19:10:21,55.0,40.0,35.0,37.5,0.3181818181818182
2019-10-20 19:10:31,56.0,41.0,35.0,38.0,0.32142857142857145
2019-10-20 19:10:38,56.0,41.0,36.0,38.5,0.3125
2019-10-20 19:10:41,57.0,41.0,36.0,38.5,0.32456140350877194
2019-10-20 19:10:45,57.0,41.0,37.0,39.0,0.3157894736842105
2019-10-20 19:10:49,57.0,41.0,38.0,39.5,0.30701754385964913
2019-10-20 19:10:52,56.0,40.0,37.0,38.5,0.3125
2019-10-20 19:10:53,55.0,39.0,36.0,37.5,0.3181818181818182
2019-10-20 19:10:56,56.0,39.0,36.0,37.5,0.33035714285714285
2019-10-20 19:11:00,55.0,39.0,38.0,38.5,0.3
2019-10-20 19:11:04,54.0,38.0,37.0,37.5,0.3055555555555556
2019-10-20 19:11:23,55.0,39.0,37.0,38.0,0.3090909090909091
2019-10-20 19:11:24,56.0,40.0,37.0,38.5,0.3125
2019-10-20 19:11:25,57.0,41.0,37.0,39.0,0.3157894736842105
2019-10-20 19:11:28,56.0,40.0,36.0,38.0,0.32142857142857145
2019-10-20 19:11:44,56.0,40.0,37.0,38.5,0.3125
2019-10-20 19:11:55,55.0,39.0,36.0,37.5,0.3181818181818182
2019-10-20 19:11:59,54.0,38.0,35.0,36.5,0.32407407407407407
2019-10-20 19:12:00,54.0,38.0,38.0,38.0,0.2962962962962963
2019-10-20 19:12:32,52.0,36.0,36.0,36.0,0.3076923076923077
2019-10-20 19:12:38,51.0,35.0,35.0,35.0,0.3137254901960784
2019-10-20 19:13:16,52.0,36.0,35.0,35.5,0.3173076923076923
2019-10-20 19:13:24,53.0,37.0,35.0,36.0,0.32075471698113206
2019-10-20 19:13:38,54.0,37.0,35.0,36.0,0.3333333333333333
2019-10-20 19:13:45,54.0,37.0,36.0,36.5,0.32407407407407407
2019-10-20 19:14:00,54.0,40.0,36.0,38.0,0.2962962962962963
2019-10-20 19:14:10,56.0,40.0,36.0,38.0,0.32142857142857145
2019-10-20 19:14:13,57.0,40.0,36.0,38.0,0.3333333333333333
2019-10-20 19:14:32,58.0,41.0,36.0,38.5,0.33620689655172414
2019-10-20 19:14:45,58.0,41.0,37.0,39.0,0.3275862068965517
2019-10-20 19:14:46,58.0,41.0,38.0,39.5,0.31896551724137934
2019-10-20 19:14:51,59.0,42.0,38.0,40.0,0.3220338983050847
2019-10-20 19:15:00,58.0,43.0,41.0,42.0,0.27586206896551724
2019-10-20 19:15:01,57.0,42.0,40.0,41.0,0.2807017543859649
2019-10-20 19:15:07,58.0,42.0,40.0,41.0,0.29310344827586204
2019-10-20 19:15:12,59.0,43.0,41.0,42.0,0.288135593220339
2019-10-20 19:15:15,58.0,42.0,40.0,41.0,0.29310344827586204
2019-10-20 19:15:18,57.0,41.0,39.0,40.0,0.2982456140350877
2019-10-20 19:15:30,57.0,41.0,40.0,40.5,0.2894736842105263
2019-10-20 19:15:36,56.0,40.0,39.0,39.5,0.29464285714285715
2019-10-20 19:15:42,55.0,39.0,38.0,38.5,0.3
2019-10-20 19:15:45,54.0,38.0,37.0,37.5,0.3055555555555556
2019-10-20 19:15:54,53.0,37.0,36.0,36.5,0.3113207547169811
2019-10-20 19:16:00,53.0,37.0,37.0,37.0,0.3018867924528302
2019-10-20 19:16:03,52.0,36.0,36.0,36.0,0.3076923076923077
2019-10-20 19:16:05,49.0,33.0,33.0,33.0,0.32653061224489793
2019-10-20 19:16:06,48.0,32.0,32.0,32.0,0.3333333333333333
2019-10-20 19:16:07,47.0,31.0,31.0,31.0,0.3404255319148936
2019-10-20 19:16:08,44.0,28.0,28.0,28.0,0.36363636363636365
2019-10-20 19:16:09,42.0,26.0,26.0,26.0,0.38095238095238093
2019-10-20 19:16:10,41.0,25.0,25.0,25.0,0.3902439024390244
2019-10-20 19:16:14,39.0,23.0,23.0,23.0,0.41025641025641024
2019-10-20 19:16:16,38.0,22.0,22.0,22.0,0.42105263157894735
2019-10-20 19:16:17,38.0,22.0,21.0,21.5,0.4342105263157895
2019-10-20 19:16:18,36.0,20.0,19.0,19.5,0.4583333333333333
2019-10-20 19:16:19,34.0,18.0,17.0,17.5,0.4852941176470588
2019-10-20 19:16:20,33.0,17.0,16.0,16.5,0.5
2019-10-20 19:16:23,31.0,15.0,14.0,14.5,0.532258064516129
2019-10-20 19:16:24,31.0,15.0,13.0,14.0,0.5483870967741935
2019-10-20 19:16:25,28.0,12.0,10.0,11.0,0.6071428571428571
2019-10-20 19:16:26,29.0,12.0,10.0,11.0,0.6206896551724138
2019-10-20 19:16:31,28.0,11.0,9.0,10.0,0.6428571428571429
2019-10-20 19:16:35,27.0,10.0,8.0,9.0,0.6666666666666666
2019-10-20 19:16:39,26.0,9.0,7.0,8.0,0.6923076923076923
2019-10-20 19:16:44,24.0,7.0,5.0,6.0,0.75
2019-10-20 19:16:47,25.0,7.0,5.0,6.0,0.76
2019-10-20 19:16:52,25.0,7.0,6.0,6.5,0.74
2019-10-20 19:17:00,25.0,9.0,7.0,8.0,0.68
2019-10-20 19:17:07,24.0,8.0,6.0,7.0,0.7083333333333334
2019-10-20 19:17:13,23.0,7.0,5.0,6.0,0.7391304347826086
2019-10-20 19:17:14,22.0,6.0,4.0,5.0,0.7727272727272727
2019-10-20 19:17:31,23.0,7.0,4.0,5.5,0.7608695652173914
2019-10-20 19:17:40,23.0,7.0,3.0,5.0,0.782608695652174
2019-10-20 19:17:41,22.0,6.0,2.0,4.0,0.8181818181818182
2019-10-20 19:17:44,22.0,6.0,3.0,4.5,0.7954545454545454
2019-10-20 19:17:59,21.0,5.0,2.0,3.5,0.8333333333333334
2019-10-20 19:18:00,21.0,6.0,5.0,5.5,0.7380952380952381
2019-10-20 19:18:05,22.0,7.0,6.0,6.5,0.7045454545454546
2019-10-20 19:18:26,21.0,6.0,5.0,5.5,0.7380952380952381
2019-10-20 19:18:30,20.0,5.0,4.0,4.5,0.775
2019-10-20 19:18:31,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:18:35,18.0,3.0,2.0,2.5,0.8611111111111112
2019-10-20 19:18:55,17.0,2.0,1.0,1.5,0.9117647058823529
2019-10-20 19:19:00,17.0,2.0,2.0,2.0,0.8823529411764706
2019-10-20 19:19:28,16.0,1.0,1.0,1.0,0.9375
2019-10-20 19:19:35,17.0,2.0,2.0,2.0,0.8823529411764706
2019-10-20 19:19:50,16.0,1.0,1.0,1.0,0.9375
2019-10-20 19:20:02,17.0,1.0,1.0,1.0,0.9411764705882353
2019-10-20 19:20:03,18.0,2.0,1.0,1.5,0.9166666666666666
2019-10-20 19:20:50,19.0,3.0,1.0,2.0,0.8947368421052632
2019-10-20 19:21:00,19.0,3.0,3.0,3.0,0.8421052631578947
2019-10-20 19:21:15,18.0,2.0,2.0,2.0,0.8888888888888888
2019-10-20 19:21:25,17.0,1.0,1.0,1.0,0.9411764705882353
2019-10-20 19:22:00,17.0,2.0,1.0,1.5,0.9117647058823529
2019-10-20 19:22:10,18.0,2.0,1.0,1.5,0.9166666666666666
2019-10-20 19:22:15,20.0,3.0,1.0,2.0,0.9
2019-10-20 19:22:59,20.0,3.0,2.0,2.5,0.875
2019-10-20 19:23:00,21.0,7.0,3.0,5.0,0.7619047619047619
2019-10-20 19:23:07,22.0,7.0,3.0,5.0,0.7727272727272727
2019-10-20 19:23:14,21.0,6.0,2.0,4.0,0.8095238095238095
2019-10-20 19:23:33,22.0,6.0,2.0,4.0,0.8181818181818182
2019-10-20 19:23:45,21.0,5.0,1.0,3.0,0.8571428571428571
2019-10-20 19:24:00,21.0,7.0,5.0,6.0,0.7142857142857143
2019-10-20 19:24:16,20.0,6.0,4.0,5.0,0.75
2019-10-20 19:24:17,19.0,5.0,3.0,4.0,0.7894736842105263
2019-10-20 19:24:24,18.0,4.0,2.0,3.0,0.8333333333333334
2019-10-20 19:24:43,19.0,4.0,2.0,3.0,0.8421052631578947
2019-10-20 19:24:48,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:24:49,19.0,4.0,4.0,4.0,0.7894736842105263
2019-10-20 19:24:55,20.0,4.0,4.0,4.0,0.8
2019-10-20 19:25:00,20.0,6.0,4.0,5.0,0.75
2019-10-20 19:25:03,19.0,5.0,3.0,4.0,0.7894736842105263
2019-10-20 19:25:04,18.0,4.0,2.0,3.0,0.8333333333333334
2019-10-20 19:25:17,19.0,5.0,2.0,3.5,0.8157894736842105
2019-10-20 19:25:46,20.0,6.0,2.0,4.0,0.8
2019-10-20 19:25:49,21.0,7.0,2.0,4.5,0.7857142857142857
2019-10-20 19:25:59,21.0,7.0,3.0,5.0,0.7619047619047619
2019-10-20 19:26:00,21.0,7.0,7.0,7.0,0.6666666666666666
2019-10-20 19:26:10,20.0,6.0,6.0,6.0,0.7
2019-10-20 19:26:14,19.0,5.0,5.0,5.0,0.7368421052631579
2019-10-20 19:26:18,18.0,4.0,4.0,4.0,0.7777777777777778
2019-10-20 19:26:24,17.0,3.0,3.0,3.0,0.8235294117647058
2019-10-20 19:26:31,16.0,2.0,2.0,2.0,0.875
2019-10-20 19:26:49,17.0,2.0,2.0,2.0,0.8823529411764706
2019-10-20 19:27:00,17.0,3.0,2.0,2.5,0.8529411764705882
2019-10-20 19:27:29,16.0,2.0,1.0,1.5,0.90625
2019-10-20 19:27:43,17.0,2.0,1.0,1.5,0.9117647058823529
2019-10-20 19:27:52,18.0,3.0,1.0,2.0,0.8888888888888888
2019-10-20 19:28:00,18.0,4.0,3.0,3.5,0.8055555555555556
2019-10-20 19:28:03,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:28:21,20.0,5.0,3.0,4.0,0.8
2019-10-20 19:28:29,19.0,4.0,2.0,3.0,0.8421052631578947
2019-10-20 19:28:36,20.0,5.0,2.0,3.5,0.825
2019-10-20 19:28:41,20.0,5.0,1.0,3.0,0.85
2019-10-20 19:28:49,21.0,5.0,1.0,3.0,0.8571428571428571
2019-10-20 19:28:51,21.0,5.0,2.0,3.5,0.8333333333333334
2019-10-20 19:29:00,21.0,6.0,5.0,5.5,0.7380952380952381
2019-10-20 19:29:06,20.0,5.0,4.0,4.5,0.775
2019-10-20 19:29:19,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:29:49,18.0,3.0,2.0,2.5,0.8611111111111112
2019-10-20 19:29:55,19.0,3.0,2.0,2.5,0.868421052631579
2019-10-20 19:30:00,19.0,6.0,3.0,4.5,0.7631578947368421
2019-10-20 19:30:22,18.0,5.0,2.0,3.5,0.8055555555555556
2019-10-20 19:30:31,17.0,4.0,1.0,2.5,0.8529411764705882
2019-10-20 19:30:53,17.0,4.0,2.0,3.0,0.8235294117647058
2019-10-20 19:31:00,17.0,4.0,4.0,4.0,0.7647058823529411
2019-10-20 19:31:08,16.0,3.0,3.0,3.0,0.8125
2019-10-20 19:31:19,17.0,3.0,3.0,3.0,0.8235294117647058
2019-10-20 19:31:21,18.0,4.0,3.0,3.5,0.8055555555555556
2019-10-20 19:31:33,17.0,3.0,2.0,2.5,0.8529411764705882
2019-10-20 19:31:38,17.0,3.0,3.0,3.0,0.8235294117647058
2019-10-20 19:31:45,16.0,2.0,2.0,2.0,0.875
2019-10-20 19:31:52,17.0,3.0,2.0,2.5,0.8529411764705882
2019-10-20 19:31:53,16.0,2.0,1.0,1.5,0.90625
2019-10-20 19:32:00,16.0,4.0,2.0,3.0,0.8125
2019-10-20 19:32:01,17.0,5.0,2.0,3.5,0.7941176470588235
2019-10-20 19:32:09,18.0,5.0,2.0,3.5,0.8055555555555556
2019-10-20 19:32:19,19.0,6.0,3.0,4.5,0.7631578947368421
2019-10-20 19:32:28,18.0,5.0,2.0,3.5,0.8055555555555556
2019-10-20 19:32:48,17.0,4.0,1.0,2.5,0.8529411764705882
2019-10-20 19:32:50,17.0,4.0,2.0,3.0,0.8235294117647058
2019-10-20 19:32:51,18.0,4.0,2.0,3.0,0.8333333333333334
2019-10-20 19:32:55,19.0,5.0,2.0,3.5,0.8157894736842105
2019-10-20 19:33:00,19.0,6.0,5.0,5.5,0.7105263157894737
2019-10-20 19:33:05,18.0,5.0,4.0,4.5,0.75
2019-10-20 19:33:06,19.0,5.0,4.0,4.5,0.7631578947368421
2019-10-20 19:33:17,18.0,4.0,3.0,3.5,0.8055555555555556
2019-10-20 19:33:25,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:33:28,20.0,4.0,3.0,3.5,0.825
2019-10-20 19:33:35,21.0,4.0,3.0,3.5,0.8333333333333334
2019-10-20 19:33:48,22.0,5.0,3.0,4.0,0.8181818181818182
2019-10-20 19:33:52,21.0,4.0,2.0,3.0,0.8571428571428571
2019-10-20 19:34:00,21.0,5.0,4.0,4.5,0.7857142857142857
2019-10-20 19:34:24,20.0,4.0,3.0,3.5,0.825
2019-10-20 19:34:32,21.0,4.0,3.0,3.5,0.8333333333333334
2019-10-20 19:34:44,20.0,3.0,2.0,2.5,0.875
2019-10-20 19:35:00,20.0,5.0,3.0,4.0,0.8
2019-10-20 19:35:09,21.0,5.0,3.0,4.0,0.8095238095238095
2019-10-20 19:35:26,22.0,5.0,3.0,4.0,0.8181818181818182
2019-10-20 19:35:33,21.0,4.0,2.0,3.0,0.8571428571428571
2019-10-20 19:35:47,22.0,4.0,3.0,3.5,0.8409090909090909
2019-10-20 19:36:00,22.0,5.0,4.0,4.5,0.7954545454545454
2019-10-20 19:36:02,21.0,4.0,3.0,3.5,0.8333333333333334
2019-10-20 19:36:18,22.0,5.0,4.0,4.5,0.7954545454545454
2019-10-20 19:36:31,23.0,5.0,4.0,4.5,0.8043478260869565
2019-10-20 19:36:37,23.0,5.0,5.0,5.0,0.782608695652174
2019-10-20 19:36:39,22.0,4.0,4.0,4.0,0.8181818181818182
2019-10-20 19:36:52,21.0,3.0,3.0,3.0,0.8571428571428571
2019-10-20 19:36:57,20.0,2.0,2.0,2.0,0.9
2019-10-20 19:37:00,20.0,4.0,2.0,3.0,0.85
2019-10-20 19:37:08,21.0,4.0,2.0,3.0,0.8571428571428571
2019-10-20 19:37:12,22.0,5.0,2.0,3.5,0.8409090909090909
2019-10-20 19:37:18,23.0,6.0,2.0,4.0,0.8260869565217391
2019-10-20 19:37:52,23.0,6.0,3.0,4.5,0.8043478260869565
2019-10-20 19:37:56,23.0,6.0,4.0,5.0,0.782608695652174
2019-10-20 19:38:00,23.0,9.0,6.0,7.5,0.6739130434782609
2019-10-20 19:38:07,22.0,8.0,5.0,6.5,0.7045454545454546
2019-10-20 19:38:08,23.0,9.0,5.0,7.0,0.6956521739130435
2019-10-20 19:38:11,22.0,8.0,4.0,6.0,0.7272727272727273
2019-10-20 19:38:47,23.0,8.0,4.0,6.0,0.7391304347826086
2019-10-20 19:38:48,22.0,7.0,3.0,5.0,0.7727272727272727
2019-10-20 19:38:52,21.0,6.0,2.0,4.0,0.8095238095238095
2019-10-20 19:39:00,21.0,8.0,6.0,7.0,0.6666666666666666
2019-10-20 19:39:23,20.0,7.0,5.0,6.0,0.7
2019-10-20 19:39:34,19.0,6.0,4.0,5.0,0.7368421052631579
2019-10-20 19:39:49,20.0,7.0,4.0,5.5,0.725
2019-10-20 19:39:58,21.0,8.0,4.0,6.0,0.7142857142857143
2019-10-20 19:40:00,21.0,8.0,8.0,8.0,0.6190476190476191
2019-10-20 19:40:25,20.0,7.0,7.0,7.0,0.65
2019-10-20 19:40:33,19.0,6.0,6.0,6.0,0.6842105263157895
2019-10-20 19:40:39,18.0,5.0,5.0,5.0,0.7222222222222222
2019-10-20 19:40:49,17.0,4.0,4.0,4.0,0.7647058823529411
2019-10-20 19:40:54,16.0,3.0,3.0,3.0,0.8125
2019-10-20 19:40:58,17.0,3.0,3.0,3.0,0.8235294117647058
2019-10-20 19:41:00,17.0,4.0,3.0,3.5,0.7941176470588235
2019-10-20 19:41:33,18.0,4.0,3.0,3.5,0.8055555555555556
2019-10-20 19:41:43,19.0,5.0,3.0,4.0,0.7894736842105263
2019-10-20 19:42:00,19.0,5.0,5.0,5.0,0.7368421052631579
2019-10-20 19:42:34,20.0,5.0,5.0,5.0,0.75
2019-10-20 19:42:35,21.0,6.0,6.0,6.0,0.7142857142857143
2019-10-20 19:42:50,20.0,5.0,5.0,5.0,0.75
2019-10-20 19:43:23,19.0,4.0,4.0,4.0,0.7894736842105263
2019-10-20 19:43:31,20.0,4.0,4.0,4.0,0.8
2019-10-20 19:43:47,21.0,4.0,4.0,4.0,0.8095238095238095
2019-10-20 19:44:00,21.0,6.0,4.0,5.0,0.7619047619047619
2019-10-20 19:44:16,20.0,5.0,3.0,4.0,0.8
2019-10-20 19:44:33,21.0,5.0,3.0,4.0,0.8095238095238095
2019-10-20 19:44:46,22.0,6.0,3.0,4.5,0.7954545454545454
2019-10-20 19:44:51,21.0,5.0,2.0,3.5,0.8333333333333334
2019-10-20 19:45:00,21.0,7.0,5.0,6.0,0.7142857142857143
2019-10-20 19:45:23,20.0,6.0,4.0,5.0,0.75
2019-10-20 19:45:42,19.0,5.0,3.0,4.0,0.7894736842105263
2019-10-20 19:45:51,20.0,6.0,3.0,4.5,0.775
2019-10-20 19:46:00,20.0,7.0,6.0,6.5,0.675
2019-10-20 19:46:15,19.0,6.0,5.0,5.5,0.7105263157894737
2019-10-20 19:46:17,18.0,5.0,4.0,4.5,0.75
2019-10-20 19:46:25,19.0,5.0,4.0,4.5,0.7631578947368421
2019-10-20 19:46:43,20.0,5.0,4.0,4.5,0.775
2019-10-20 19:46:52,19.0,4.0,3.0,3.5,0.8157894736842105
2019-10-20 19:47:00,19.0,6.0,4.0,5.0,0.7368421052631579
2019-10-20 19:47:25,18.0,5.0,3.0,4.0,0.7777777777777778
2019-10-20 19:47:26,17.0,4.0,2.0,3.0,0.8235294117647058
2019-10-20 19:47:28,18.0,4.0,2.0,3.0,0.8333333333333334
2019-10-20 19:47:50,19.0,5.0,2.0,3.5,0.8157894736842105
2019-10-20 19:48:00,19.0,5.0,5.0,5.0,0.7368421052631579
2019-10-20 19:48:18,18.0,4.0,4.0,4.0,0.7777777777777778
2019-10-20 19:48:22,17.0,3.0,3.0,3.0,0.8235294117647058
2019-10-20 19:49:00,17.0,4.0,3.0,3.5,0.7941176470588235
2019-10-20 19:49:23,16.0,3.0,2.0,2.5,0.84375
2019-10-20 19:49:35,16.0,3.0,3.0,3.0,0.8125
2019-10-20 19:49:49,15.0,2.0,2.0,2.0,0.8666666666666667
2019-10-20 19:49:50,14.0,1.0,1.0,1.0,0.9285714285714286
2019-10-20 19:49:56,15.0,1.0,1.0,1.0,0.9333333333333333
2019-10-20 19:50:00,15.0,4.0,1.0,2.5,0.8333333333333334
2019-10-20 19:51:00,15.0,4.0,4.0,4.0,0.7333333333333333
2019-10-20 19:51:20,14.0,3.0,3.0,3.0,0.7857142857142857
2019-10-20 19:51:29,13.0,2.0,2.0,2.0,0.8461538461538461
2019-10-20 19:51:39,14.0,2.0,2.0,2.0,0.8571428571428571
2019-10-20 19:51:42,13.0,1.0,1.0,1.0,0.9230769230769231
2019-10-20 19:52:00,13.0,2.0,1.0,1.5,0.8846153846153846
2019-10-20 19:52:44,14.0,2.0,1.0,1.5,0.8928571428571429
2019-10-20 19:52:54,14.0,2.0,2.0,2.0,0.8571428571428571
2019-10-20 19:53:00,14.0,3.0,2.0,2.5,0.8214285714285714
2019-10-20 19:53:09,13.0,2.0,1.0,1.5,0.8846153846153846
2019-10-20 19:53:35,12.0,1.0,0.0,0.5,0.9583333333333334
2019-10-20 19:53:49,13.0,1.0,0.0,0.5,0.9615384615384616
2019-10-20 19:53:55,13.0,1.0,1.0,1.0,0.9230769230769231
2019-10-20 19:53:56,14.0,2.0,1.0,1.5,0.8928571428571429
2019-10-20 19:54:00,14.0,3.0,2.0,2.5,0.8214285714285714
2019-10-20 19:54:10,13.0,2.0,1.0,1.5,0.8846153846153846
2019-10-20 19:54:29,12.0,1.0,0.0,0.5,0.9583333333333334
2019-10-20 19:55:00,12.0,1.0,1.0,1.0,0.9166666666666666
2019-10-20 19:55:46,11.0,0.0,0.0,0.0,1.0
2019-10-20 19:55:50,12.0,1.0,0.0,0.5,0.9583333333333334
2019-10-20 19:56:00,12.0,1.0,1.0,1.0,0.9166666666666666
2019-10-20 19:56:18,11.0,0.0,0.0,0.0,1.0
2019-10-20 19:57:18,12.0,0.0,0.0,0.0,1.0
